Run,Train_Accuracy,Test_Accuracy
1,0.9142857142857143,0.9333333333333333
2,0.8857142857142857,0.8
3,0.9142857142857143,0.8
4,0.8857142857142857,0.6666666666666666
5,0.9142857142857143,0.7333333333333333
6,0.8857142857142857,1.0
7,0.8,0.4666666666666667
8,0.7428571428571429,0.6
9,0.8857142857142857,0.9333333333333333
10,0.9428571428571428,0.8
11,0.8285714285714286,0.6
12,0.8285714285714286,0.6666666666666666
13,0.7714285714285715,0.6
14,0.8571428571428571,0.6666666666666666
15,0.9142857142857143,0.8
16,0.8857142857142857,0.4
17,0.8285714285714286,0.8
18,0.8285714285714286,0.8666666666666667
19,0.9142857142857143,1.0
20,0.9142857142857143,0.8
21,0.8857142857142857,0.8
22,0.8285714285714286,0.7333333333333333
23,0.8285714285714286,0.7333333333333333
24,0.7714285714285715,0.8666666666666667
25,0.9714285714285714,0.7333333333333333
26,0.9142857142857143,0.6666666666666666
27,0.9714285714285714,0.7333333333333333
28,0.9142857142857143,0.8
29,0.7714285714285715,0.5333333333333333
30,0.9142857142857143,0.6666666666666666
31,0.8,0.8666666666666667
32,0.9428571428571428,0.6
33,0.9428571428571428,0.9333333333333333
34,0.9142857142857143,0.5333333333333333
35,0.9142857142857143,0.8666666666666667
36,0.7714285714285715,0.5333333333333333
37,0.9428571428571428,0.6
38,0.8285714285714286,0.5333333333333333
39,0.8285714285714286,0.9333333333333333
40,0.8857142857142857,0.7333333333333333
41,0.9142857142857143,0.8
42,0.8285714285714286,0.5333333333333333
43,0.7714285714285715,0.7333333333333333
44,0.8857142857142857,0.6
45,0.8571428571428571,0.5333333333333333
46,0.8285714285714286,0.6
47,1.0,0.8666666666666667
48,0.8857142857142857,0.9333333333333333
49,0.8,0.6
50,0.8285714285714286,0.6666666666666666
51,0.8,0.9333333333333333
52,0.8285714285714286,0.5333333333333333
53,0.8857142857142857,0.5333333333333333
54,0.7714285714285715,0.7333333333333333
55,0.8,0.8666666666666667
56,0.9428571428571428,0.8666666666666667
57,0.8571428571428571,0.4666666666666667
58,0.9714285714285714,0.8666666666666667
59,0.8571428571428571,0.8666666666666667
60,0.8571428571428571,0.6
61,0.9142857142857143,0.5333333333333333
62,0.9428571428571428,0.8666666666666667
63,0.9428571428571428,0.7333333333333333
64,0.8285714285714286,0.7333333333333333
65,0.8571428571428571,0.6666666666666666
66,0.9142857142857143,0.7333333333333333
67,0.8571428571428571,0.6
68,0.7142857142857143,0.3333333333333333
69,0.9142857142857143,1.0
70,0.8857142857142857,0.9333333333333333
71,0.8571428571428571,0.8666666666666667
72,0.9142857142857143,0.7333333333333333
73,0.8857142857142857,0.7333333333333333
74,0.8285714285714286,0.6
75,0.8571428571428571,0.8666666666666667
76,0.8571428571428571,0.9333333333333333
77,0.8571428571428571,0.6666666666666666
78,0.8571428571428571,0.5333333333333333
79,0.7714285714285715,0.7333333333333333
80,0.8857142857142857,0.8666666666666667
81,0.8857142857142857,0.7333333333333333
82,0.9142857142857143,0.8
83,0.8571428571428571,0.9333333333333333
84,0.7714285714285715,0.6666666666666666
85,0.9142857142857143,1.0
86,0.8571428571428571,0.4
87,0.9428571428571428,0.8
88,0.9142857142857143,0.6666666666666666
89,0.8857142857142857,0.9333333333333333
90,0.8857142857142857,0.6666666666666666
91,0.8571428571428571,0.6666666666666666
92,0.8571428571428571,0.9333333333333333
93,0.9714285714285714,0.8
94,0.9428571428571428,0.6666666666666666
95,0.9142857142857143,0.6
96,0.8571428571428571,0.8
97,0.8857142857142857,0.7333333333333333
98,0.8571428571428571,0.8
99,0.9714285714285714,0.8666666666666667
100,0.8285714285714286,0.6
